,STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATEashish N+ NITRITEashishN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year
985,1457,"IMPHAL AT KOIRENGEI, MANIPUR",MANIPUR,22.3,6.1,7.3,141,1.4,ashish,ashish,63,2011
986,1627,"IMPHAL AT KIYAMGI, MANIPUR",MANIPUR,22.3,5.6,7.1,427,1.4,ashish,ashish,175,2011
987,1628,IMPHAL AT MINUTHONG,MANIPUR,22.3,4.7,7,527,1.9,ashish,ashish,42,2011
988,2861,"IMPHAL AT KANGLA MOAT, IMPHAL ",MANIPUR,23,5.5,8.6,116,4.5,ashish,ashish,113,2011
989,2862,"IMPHAL AT SAMUROU, IMPHAL WEST",MANIPUR,23,6.8,6.8,160,1.5,ashish,ashish,23,2011
990,2864,"IMPHAL AT SEKMAI, IMPHAL EAST",MANIPUR,23,7,7.4,47,1,ashish,ashish,5,2011
991,2874,IRANG RIVER AT TAMENGLONG,MANIPUR,23,7.3,7.8,116,1.2,ashish,ashish,10,2011
992,1458,"IRIL AT PORAMPET, MANIPUR",MANIPUR,22,5.5,7.3,179,1.2,ashish,ashish,75,2011
993,1624,"IRIL AT LILONG, MANIPUR",MANIPUR,22.3,4.7,7.4,220,1.6,ashish,ashish,140,2011
994,2863,"IRIL RIVER AT KANGLA SIPHAI, IMPHAL EAST, MANIPUR",MANIPUR,27,4.9,7,180,1.2,ashish,ashish,10,2011
995,2873,IRIL RIVER AT LILONG (THOUBAL ),MANIPUR,30,5.8,7.8,367,6.2,ashish,ashish,95,2011
996,1925,KHUGA RIVER (CHURACHANDPUR),MANIPUR,23,5.8,7.4,249,1,ashish,ashish,37,2011
997,2877,"KHUGA DAM ON KHUGA RIVER, CHURACHANDPUR, MANIPUR",MANIPUR,23,6.2,6.9,182,2.1,ashish,ashish,8,2011
998,1926,"KHUJAIROK, MOREH (CHANDEL DIST.)",MANIPUR,22.7,5.5,7.7,356,1.2,ashish,ashish,202,2011
999,2878,"LOKCHAO RIVER AT BISHNUPUR, MANIPUR",MANIPUR,23,5.1,6.9,190,2.3,ashish,ashish,33,2011
1000,2867,"MAHA RIVER AT CHANDEL, MANIPUR",MANIPUR,23.5,5.2,7.1,164,2.8,ashish,ashish,20,2011
1001,2852,"MANIPUR RIVER AT SEKMAIJAN, DISTT. THOUBAL, MANIPUR",MANIPUR,23,4.6,7,188,2.8,ashish,ashish,18,2011
1002,2879,MANIPUR RIVER AT ETHAI BARRAGE ON MANIPUR RIVER AT BISHNUPUR,MANIPUR,23.5,5.6,6.6,165,1.9,ashish,ashish,23,2011
1003,1625,NAMBUL RIVER AT HUMP BRIDGE,MANIPUR,23,1.9,6.8,484,15.3,ashish,ashish,1075,2011
1004,1626,"NAMBUL RIVER AT HEIRANGOITHONG, MANIPUR",MANIPUR,23,2.5,7.1,424,16.7,ashish,ashish,682,2011
1005,2858,"NAMBUL RIVER AT SAMUSANG (U.K. ROAD), DISTT. IMPHAL WEST",MANIPUR,22.5,5.5,6.9,118,2.8,ashish,ashish,10,2011
1006,2859,"NAMBUL RIVER AT SINGDA DAM, IMPHAL WEST, MANIPUR",MANIPUR,23,6,7,100,4.2,ashish,ashish,10,2011
1007,2860,"NAMBUL RIVER AT NAOREMTHONG, IMPHAL WEST, MANIPUR",MANIPUR,22.5,4.9,6.9,93,3.6,ashish,ashish,25,2011
1008,2880,"NAMBUL RIVER AT  BISHNUPUR, MANIPUR",MANIPUR,20,4.8,7,167.1,2.8,ashish,ashish,ashish,2011
1009,1927,"SEKMAI RIVER, KAKCHING (THOUBAL DIST.)",MANIPUR,22.7,5.4,7.2,211,1.1,ashish,ashish,78,2011
1010,2853,"THOUBAL RIVER AT MAPITHEL DAM, DISTT. THOUBAL, MANIPUR",MANIPUR,26,6,7.5,231,1.1,ashish,ashish,10,2011
1011,2854,"THOUBAL RIVER AT PHADOM, DISTT. THOUBAL, MANIPUR",MANIPUR,19,5.6,7.1,319,4.4,ashish,ashish,15,2011
1012,2856,"THOUBAL RIVER AT YAIRIPOK, DISTT. THOUBAL, MANIPUR",MANIPUR,22.5,5.7,6.9,261,2.3,ashish,ashish,53,2011
1013,2870,"THOUBAL RIVER AT SONGKHONG, (UKL DIST.)",MANIPUR,18.9,9.9,7.1,163,1,ashish,ashish,35,2011
1014,2872,THOUBAL RIVER AT LITAN (UKL DIST.),MANIPUR,21,6.1,7.6,163,4.5,ashish,ashish,25,2011
1015,2855,"WANGJING RIVER AT HEIROK, DISTT. THOUBAL, MANIPUR",MANIPUR,22.5,5.1,6.9,170,2.5,ashish,ashish,10,2011
1016,2876,"WANGJING RIVER AT WANGJING, DISTT. THOUBAL, MANIPUR",MANIPUR,23,3.8,7,192,3,ashish,ashish,23,2011
1017,1632,"GANOL RIVER TURA, MEGHALAYA",MEGHALAYA,24.4,7.8,7.2,139,1.9,0.56,263,359,2011
1018,1428,"KHARKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA,21.8,6.5,3.1,489,6.1,0.52,32,47,2011
1019,1631,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA,20.8,7.3,7,162,2.2,0.69,2085,2633,2011
1020,1633,SIMSANG RIVER WILLIAMNAGAR,MEGHALAYA,25.2,7.8,7.1,136,1.9,0.52,303,409,2011
1021,1427,UMTREW AT BYRNIHAT EAST,MEGHALAYA,24,7.7,7.1,205,7,0.84,303,461,2011
1022,2050,TLAWNG UPSTREAM AIZAWL,MIZORAM,23.4,8.1,7.1,267,1,0.11,2,12,2011
1023,2051,TLAWNG DOWNSTREAM AIZAWL,MIZORAM,23.4,8,7,278,1.1,0.11,3,18,2011
1024,2052,TUIRIAL UPPER CATCHMENT,MIZORAM,23.2,6.9,7.2,268,1.1,0.11,6,37,2011
1025,2053,TUIRIAL LOWER CATCHMENT,MIZORAM,23.3,6.8,7.1,286,1.3,0.11,8,29,2011
1026,1403,GUMTI AT U/S SOUTH TRIPURA,TRIPURA,28.4,6.6,7.8,149,1.8,ashish,209,340,2011
1027,1404,GUMTI AT D/S SOUTH TRIPURA,TRIPURA,28.6,6.3,8,164,3.4,0.3,380,528,2011
1028,1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,28.5,6.6,7.9,196,4.4,0.8,425,648,2011
1029,2459,"DAMANGANGA AT ZARI CAUSE WAY BRIDGE, DAMAN ",DAMAN & DIU,29.9,5.6,7.5,15608,25,18.73,5,5,2010
1030,2460,DAMANGANGA AT DISCHARG POINT DISTILLARY,DAMAN & DIU,29.9,3.7,7.5,39503,13.5,25.71,ashish,ashish,2010
1031,2461,"DAMANGANGA AT DAMAN JETTY, MOTI DAMAN",DAMAN & DIU,29.8,4.7,7.6,46170,21.5,19.69,ashish,ashish,2010
1032,2462,"DAMANGANGA AT VAPI WEIR, VAPI",DAMAN & DIU,30.2,5.8,7.8,378,ashish,2.61,ashish,ashish,2010
1033,2463,"DAMANGANGA AT LAVACHA TEMPLE, DADRA",DAMAN & DIU,29.7,6.6,7.7,489,ashish,2.66,350,350,2010
1034,2464,"DAMANGANGA at D/s of M/s Surat Beverages, Dadra",DAMAN & DIU,30.1,6.6,7.4,492,ashish,3.6,ashish,ashish,2010
1035,2465,"DAMANGANGA AT NAROLI BRIDGE, SILVASSA",DAMAN & DIU,30.3,6.2,7.8,359,ashish,3.67,4,ashish,2010
1036,2466,"DAMANGANGA AT VILLAGE NAMDHA, VAPI",DAMAN & DIU,29.8,5.8,7.7,8757,ashish,10.45,4,4,2010
1037,1860,BALEHWAR KHADI AT N.H. NO. 8,GUJARAT,26,5.1,8.1,533,3.7,0.45,3900,7500,2010
1038,1861,RIVER PURNA ON BRIDGE AT SURATashishNAVSARI HIGHWAY,GUJARAT,27,7.1,8,555,2,0.35,7500,15000,2010
1039,1862,RIVER KAVERI ON BRIDGE AT BILLIMORAashishVALSAD ROAD,GUJARAT,27,6.8,8.2,26600,3.1,0.62,9000,23000,2010
1040,1865,RIVER DHADAR AT KOTHADA,GUJARAT,29.3,8.1,7.6,938,8.6,0.4,22,108,2010
1041,1148,"AMBIKA AT BILIMORA, ",GUJARAT,28.4,6.2,7.8,7778,2.7,0.26,2880,6581,2010
1042,1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,",GUJARAT,32,ashish,7.2,1440,46,0.2,80,330,2010
1043,1438,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, ",GUJARAT,28.3,3.2,7.7,885,6.3,0.51,3900,9575,2010
1209,1633,SIMSANG RIVER WILLIAMNAGAR,MIZORAM,25,8.23,7.38,143,1.55,3.55,255,360,2010
1210,2050,TLAWNG UPSTREAM AIZAWL,MIZORAM,22,6.6,7.3,210,1.3,ashish,8.5,242,2010
1211,2051,TLAWNG DOWNSTREAM AIZAWL,MIZORAM,22,6.8,7.2,220,1.5,ashish,ashish,97,2010
1212,2052,TUIRIAL UPPER CATCHMENT,MIZORAM,23,6.8,7,317,1.5,ashish,8,45,2010
1214,1403,GUMTI AT U/S SOUTH TRIPURA,tripura,28,6.5,7.7,146,1.6,ashish,302,390,2010
1215,1404,GUMTI AT D/S SOUTH TRIPURA,tripura,28,6.2,7.7,176,3.5,0.2,532,592,2010
1216,1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",tripura,29,6.3,8,198,4.2,0.3,524,686,2010
1217,1150,ashish,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",28,7.3,7.4,332,0.7,0.3,6,12,2009
1218,1246,ashish,"DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT",29,6.5,7.5,21417,16.4,0.4,15,37,2009
1219,2459,ashish,"DAMANGANGA AT ZARI CAUSE WAY BRIDGE,DAMAN",30,6.1,7.3,11855,12.5,18.6,180,902,2009
1220,2460,ashish,"DAMANGANGA DISCHARGE POINT OF DISTILLERY, DAMAN",30,6.3,7.4,24506,136,16.9,158,698,2009
1221,2461,ashish,"DAMANGANGA AT DAMAN JETTY, MOTI DAMAN",30,5.9,7.5,25343,56.5,7.7,180,1800,2009
1222,2462,ashish,"DAMANGANGA VAPI WEIR,VAPI, DAMAN",30,6.6,7.8,371,ashish,4.1,180,1800,2009
1223,2463,ashish,"DAMANGANGA AT LAVACHA TEMPLE, SILVASSA",30,6.2,7.4,368,8,3.2,265,1075,2009
1224,2464,ashish,"DAMANGANGA D/S OF M/S SURAT BEVERAGES, VILLAGE DADRA, SILVASSA",30,6.7,7.7,354,4,2.6,137,947,2009
1225,2465,ashish,"DAMANGANGA AT NAROLI BRIDGE, SILVASSA",33,6.8,8,374,21,1.5,180,1800,2009
1226,2466,ashish,"DAMANGANGA AT VILLAGE NAMDHA, VAPI",30,5.9,7.4,7173,12,58.1,7,607,2009
1227,1393,ashish,"DAMANGANGA AT D/S OF MADHUBAN, DAMAN",28,7.3,7.4,332,0.7,0.3,6,12,2009
1228,1860,ashish,BALEHWAR KHADI AT N.H. NO. 8,30,5.7,8,601,7.4,0.5,14600,28666,2009
1229,1861,ashish,RIVER PURNA ON BRIDGE AT SURATashishNAVSARI HIGHWAY,30,4.7,8.3,753,3.7,0.5,9166,21333,2009
1230,1862,ashish,RIVER KAVERI ON BRIDGE AT BILLIMORAashishVALSAD ROAD,28,5.8,7.8,16177,3,0.5,10100,25000,2009
1231,1865,ashish,RIVER DHADAR AT KOTHADA,30,2.5,7.5,1108,6,0.6,16,85,2009
1232,1148,ashish,"AMBIKA AT BILIMORA, GUJARAT",30,6.1,8.1,14921,3.2,0.3,4300,23625,2009
1233,1434,ashish,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",30,0.6,7.1,3115,36.5,1.7,4450,15425,2009
1234,1436,ashish,"BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,GUJARAT",27,3.2,7.8,5073,5.8,0.2,833,1366,2009
1235,1438,ashish,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",30,4.2,8.2,901,6.7,0.4,9750,21500,2009
1236,2072,ashish,RIVER BHOGAVO D/S OF SURENDRANAGAR.,28,2.9,8.3,11405,5.6,0.1,49,148,2009
1237,2082,ashish,"TRIVENI SANGAM, NR. SOMNATH TEMPLE, VERAVAL, DIST. JUNAGADH.",29,5,7.7,47156,3.1,0.1,41,114,2009
1238,1399,ashish,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",31,7.2,6.3,14100,1.6,0.41,13,17,2009
1239,1400,ashish,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",29,5.5,7.8,401,1.3,0.21,2,5,2009
1240,1475,ashish,ZUARI AT PANCHAWADI,30,6.2,6.9,11000,1.3,0.48,13,17,2009
1241,1476,ashish,"MANDOVI AT TONCA, MARCELA, GOA",29,6.5,6.8,30190,2.3,0.04,5,8,2009
1242,1543,ashish,"RIVER KALNA AT CHANDELashish PERNEM, GOA",24,8.1,7.7,7400,2.6,0.1,79,130,2009
1243,1544,ashish,"RIVER VALVANT AT SANKLI ashish BICHOLIM, GOA",27,7.8,6.4,609,2.3,0.08,49,70,2009
1244,1545,ashish,"RIVER MADAI AT DABOS ashish  VALPOI, GOA",27,7.8,6.4,90,2,ashish,13,17,2009
1245,1546,ashish,"RIVER KHANDEPAR AT OPA ashish PONDA, GOA",28,7.2,6.5,8240,1.6,0.25,17,46,2009
1246,1547,ashish,"RIVER TALPONA AT CANACONA, GOA",27,4.2,7.6,5543,0.7,0.18,2,8,2009
1247,1548,ashish,"RIVER ASSONORA AT ASSONORA, GOA",26,6.5,6.4,505,1.6,0.13,8,13,2009
1248,2270,ashish,"RIVER KHANDEPAR AT CODLI NEAR BRIDGE ,U/S OPA WATERWORKS,SANGUEM",28,7.4,6.9,3844,2,0.15,5,10,2009
1249,2271,ashish,"RIVER SAL PAZORKHONI,CUNCOLIM(NEAR CULVERT MARGAOashish CANACONA NATIONAL HIGHWAY)",28,5.4,7,7692,1.7,0.92,29,48,2009
1250,2272,ashish,"RIVER KUSHAWATI NEAR BUND AT KEVONA,RIVON,SANGUEM",27,6.6,7.2,692,1.9,0.34,105,175,2009
1251,2273,ashish,"RIVER SAL NEAR HOTEL LEELA MOBOR,CAVELOSSIM",29,5.1,7.5,ashish,2.3,0.38,1201,1754,2009
1252,2274,ashish,RIVER MAPUSA ON CULVERT ON HIGHWAY MAPUSAashishPANAJI,29,7.3,6.8,20640,2.5,0.42,87,162,2009
1253,2275,ashish,"RIVER CHAPORA NEAR ALORNA FORT ,PERNEM",28,7.2,6.9,5350,2.2,0.28,134,206,2009
1254,2276,ashish,"RIVER BICHOLIM VARAZAN NAGAR , BICHOLIM",28,7,6.8,4800,3,0.32,69,126,2009
1255,1092,ashish,"KALU AT ATALE VILLAGE, MAHARASHTRA",28,5.5,7.7,8092,7.6,0.72,410,800,2009
1256,1093,ashish,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",29,6.9,7.6,136,3.8,0.26,143,309,2009
1257,1094,ashish,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",29,6.9,7.7,120,3.9,0.37,207,280,2009
1258,1461,ashish,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",28,6.7,8,111,3.6,0.31,45,143,2009
1259,1462,ashish,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",26,6.9,7.3,229,3.8,0.68,108,257,2009
1260,2162,ashish,ULHAS RIVER ATJAMBHUL WATER WORKS.,29,6.8,7.5,171,3.8,0.34,88,199,2009
1261,2164,ashish,VASHISTI RIVER AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,29,6.9,7.3,183,2.2,1.25,2,56,2009
1262,2168,ashish,MITHI RIVER,34,3.3,7.6,29464,19.4,1.78,1195,1536,2009
1263,2198,ashish,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),32,5.4,7.2,925,11.7,0.78,279,512,2009
1264,2199,ashish,SAVITRI RIVER AT OVALE VILLAGE.,22,6.2,7.2,13848,2.5,4.11,6,127,2009
1265,1151,ashish,"PATALGANGA AT SHILPHATA, MAHARASHTRA",26,7,7.4,225,3.8,0.26,152,375,2009
1266,1152,ashish,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",35,6.6,8.1,102,3.9,0.26,165,345,2009
1267,17,ashish,"PERIYAR NEAR ALWAYEashishELOOR, KERALA",28,8.1,6.3,1414,1.1,0.31,100,690,2009
1268,18,ashish,"PERIYAR AT KALADY, KERALA",27,6.9,6.8,41,0.8,0.22,261,1487,2009
1269,20,ashish,"CHALIYAR AT KOOLIMADU, KERALA",27,6.9,6.9,78,0.5,0.23,393,703,2009
1270,21,ashish,"CHALIYAR AT CHUNGAPALLY, KERALA",26,6.7,6.9,5507,0.6,0.28,433,715,2009
1271,42,ashish,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",27,7.3,7,49,0.7,0.66,228,445,2009
1272,43,ashish,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",28,6.7,6.7,67,1.3,0.4,309,1025,2009
1273,1154,ashish,"CHALAKUDY AT PULICKALKAashishDAVU, KERALA",29,6.5,6.6,109,1.2,0.37,142,679,2009
1274,1155,ashish,"KARAMANA AT MOONNATTUMUKKU, KERALA",26,0.7,6.6,4235,12.5,1.48,40833,59417,2009
1275,1156,ashish,"PAMBA AT CHENGANNUR, KERALA",27,6.9,6.5,108,1,0.42,540,1083,2009
1276,1338,ashish,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",28,6.4,6.6,48,1,0.25,154,603,2009
1277,1339,ashish,"MEENACHIL AT KIDANGOOR, KERALA",26,7.2,6.7,109,0.8,0.44,1000,1400,2009
1278,1340,ashish,"MANIMALA  AT KALLOOPARA, KERALA",29,6.8,7.1,61,1.5,0.5,130,485,2009
1279,1341,ashish,"PAMBA AT THAKAZHY, KERALA",28,6.1,6.7,244,0.9,0.33,655,1113,2009
1280,1342,ashish,"ACHENKOIL AT THUMPAMON, KERALA",27,6.8,7,62,0.6,0.93,240,434,2009
1281,1384,ashish,"MANIMALA AT THONDRA, KERALA",28,7.1,7,59,0.8,0.71,540,890,2009
1282,1442,ashish,"VAMANAPURAM, KERALA",27,7.4,6.6,64,0.7,0.29,288,1425,2009
1283,1443,ashish,"ACHENKOIL AT CHENNITHULA, KERALA",26,6.4,7,79,0.8,0.73,271,493,2009
1284,1563,ashish,"NEYYAR AMARAVILA, KERALA",26,7.2,6.7,73,0.9,0.28,335,2150,2009
1285,1564,ashish,"AYUR, KERALA",27,6.2,7,83,0.6,0.93,282,505,2009
1286,1565,ashish,"PAMBA DOWN, KERALA",29,6.1,6.7,55,1.4,0.55,825,1450,2009
1287,1566,ashish,"THIRURANGADY, KERALA",28,6.6,6.5,79,0.8,0.13,195,650,2009
1288,1567,ashish,"KUTTIYADY ESTATE, KERALA",26,6.9,6.7,198,0.3,0.2,40,180,2009
1289,1568,ashish,"MAHI VALAYAM, KERALA",27,7.3,6.5,44,0.5,0.21,233,400,2009
1290,1569,ashish,"KUPPAM THALIPARAMBA, KERALA",28,6.2,6.6,15738,1,0.93,233,360,2009
1291,1570,ashish,"NEELASHWER HOSDURG, KERALA",29,5.2,7.1,18459,1,0.13,518,918,2009
1292,1571,ashish,"KORINGODA KAKKADAVU,  KERALA",28,7.4,7,45,1.1,0.11,1043,1933,2009
1293,1572,ashish,"CHANDRIGIRI PADIYATHADKA, KERALA",28,7.6,6.7,52,1.1,0.11,613,963,2009
1294,1573,ashish,"CHAITRAPUZHA IRUMPANAM, KERALA",28,2.9,6.3,841,2,1.07,430,913,2009
1295,2284,ashish,R NEYYAR AT ARUVIPURAM,26,6.6,6.7,72,0.7,0.32,463,1655,2009
1296,2285,ashish,R MAMOM AT MAMOM BRIDGE,26,6.4,6.7,122,0.7,0.34,343,1630,2009
1297,2286,ashish,R AYROOR AT AYROOR BRIDGE,26,5.4,6.6,102,0.9,0.26,240,1913,2009
1298,2287,ashish,R ITHIKKARA AT ITHIKKARA,27,6.2,7,5656,0.9,1.05,162,289,2009
1299,2288,ashish,R PALLICKAL AT NELLIMUKAL,27,6.9,7.1,71,0.5,0.26,125,246,2009
1300,2289,ashish,R KARUVANNURR AT KARUVANNUR BRIDGE,28,6.7,6.5,55,0.9,0.6,265,500,2009
1301,2290,ashish,R PUZHACKAL AT PUZHACKAL BRIDGE,28,5.7,6.7,127,1.9,0.35,221,473,2009
1302,2291,ashish,R KEECHERI AT VADAKKANCHERY BRIDGE,28,6,6.9,77,1.8,0.61,290,500,2009
1303,2292,ashish,R THIRUR AT THALAKKADATHUR BRIDGE,28,5.2,6.1,4968,1.1,0.14,235,820,2009
1304,2293,ashish,R KADALUNDI AT HAJIRAPPALLY,28,7.4,6.4,78,1.2,0.12,280,720,2009
1305,2294,ashish,R KALLAI AT KALLAI BRIDGE,27,3.5,7.3,20430,1.3,0.62,560,1290,2009
1306,2295,ashish,R CORAPUZHA AT KANAYANKODE,27,6,7.1,13257,1.1,0.14,750,1465,2009
1307,2296,ashish,R THALLASSERY AT PATHIPPALAM,28,6.4,6.1,62,0.7,0.28,213,425,2009
1308,2297,ashish,R ANCHARAKANDY AT MERUVAMBA,27,6.6,6.3,59,1,0.16,248,385,2009
1309,2298,ashish,R KUPPAM AT RAYAROM,27,7.1,6.4,59,0.9,0.13,178,275,2009
1310,2299,ashish,R RAMAPURAM AT RAMAPURAM BRIDGE,28,6.4,7.1,7035,0.8,0.19,110,195,2009
1311,2300,ashish,R PERUVAMBA AT CHANDAPPURA,28,7.3,6.2,51,0.9,0.21,195,340,2009
1312,2301,ashish,R KAVVAI AT KUTTIYOL PALAM,29,6.8,6.5,80,0.8,0.26,53,100,2009
1313,2302,ashish,R NEELASWARAM AT NAMBIARKAL DAM,28,6.4,6.7,3131,2.2,0.12,820,1055,2009
1314,2303,ashish,R PULLUR AT PULLUR BR.,27,5.8,6.5,59,1.5,0.13,1800,2788,2009
1315,2304,ashish,R MOGRAL AT MOGRAL BR.,28,5.2,7.2,19885,1.2,0.18,843,2275,2009
1316,2305,ashish,R SHRIYA AT ANGADIMOGARU,27,7.7,6.8,67,0.9,0.08,1740,2257,2009
1317,2306,ashish,R UPPALA AT  UPPALA BR.,28,5.7,7.2,19085,1.4,0.09,1845,2785,2009
1318,2307,ashish,R MANJESWAR AT BAJRAKKARA BR.,25,6.7,6.3,177,1.2,0.2,1583,2807,2009
1319,2319,ashish,R ANCHARAKANDY AT MERUVAMBA,28,6.4,6.4,4165,1.2,0.13,168,303,2009
1320,2326,ashish,R KORAYAR AT KANJIKODE,27,6.2,7.6,498,0.4,0.28,613,1400,2009
1321,2331,ashish,R BHARATHAPUZHA AT KUTTIPPURAM,27,6.8,7.5,119,0.4,0.18,478,918,2009
1322,2332,ashish,R BHARATHAPUZHA AT PATTAMBI,27,7.1,7.6,161,0.5,0.19,710,1675,2009
1323,2333,ashish,RIVER PERIYAR AT MUPPATHADAM,28,5.9,6.7,70,1.7,0.5,74,428,2009
1324,2334,ashish,RIVER PERIYAR AT PATHALAM,28,5.8,6.5,864,1.5,0.37,199,876,2009
1325,2335,ashish,R PERIYAR AT KALAMASSERY,29,4.7,6.6,69,1.8,0.26,234,1083,2009
1326,2336,ashish,R PERIYAR AT PURAPPALLIKAVU,28,6.5,6.6,1204,1.2,0.24,175,689,2009
1327,2337,ashish,R KADAMBAYAR AT BRAHMAPURAM,28,1.4,6.2,129,2.2,0.48,351,882,2009
1328,2338,ashish,R KADAMBAYAR AT MANCKAKADAVU,28,1.5,6.3,73,1.5,0.12,298,1225,2009
1329,1448,ashish,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",28,7,7.5,226,1.1,2.3,3,83,2009
1330,1455,ashish,"RUSHIKULYA AT GANJAM U/S, ORISSA",30,7.7,8.1,330,1.9,0.9,1675,3025,2009
1331,1456,ashish,"RUSHIKULYA AT GANJAM D/S, ORISSA",30,7.5,7.9,20786,1.3,0.6,613,868,2009
1332,1642,ashish,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",28,7.2,8.2,315,1.7,1.7,2600,4275,2009
1333,1643,ashish,"NAGAVALLI AT RAYAGADA D/S, ORISSA",28,7.6,8.1,301,1.5,0.5,2360,4175,2009
1334,2422,ashish,"NAGAVALI PENTA U/S, JAYKAYPUR TOWN",28,7.3,8,225,1.3,0.5,1295,2175,2009
1335,2423,ashish,"BUDHABALANGA, D/S OF BARIPADA TOWN",27,7.4,8,238,1.9,0.2,2950,5975,2009
1336,2424,ashish,BUDHABALANGA AT BALASORE D/S,27,7.2,7.7,835,2,0.7,1550,2750,2009
1337,2425,ashish,"RIVER KERANDI (INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",29,7.2,7.8,169,1.3,0.4,328,690,2009
1338,2426,ashish,Vansdhara MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),28,7,8.1,240,1,0.4,785,1525,2009
1339,2427,ashish,Vansdhara GUNUPUR (INTERSTATE BOUNDRY),29,7.4,8.1,153,1.7,0.5,505,1105,2009
1340,2442,ashish,GAUTAMIashishGODAVARI RIVER,33,7.7,7.8,220,4,11,ashish,ashish,2009
1341,2443,ashish,GAUTAMIashishGODAVARI RIVER,33,7.1,7.6,406,3,15.8,ashish,ashish,2009
1342,2444,ashish,CORINGA RIVER,33,6.8,7.4,309,7,15.3,ashish,ashish,2009
1343,2445,ashish,MAHE RIVER,28,5.1,8.4,4120,3,108.7,ashish,ashish,2009
1344,1685,ashish,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",21,7.6,7.9,446,2.6,1.4,ashish,ashish,2009
1345,1159,ashish,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",24,7.4,6.8,337,1.3,0.1,115,208,2009
1346,1160,ashish,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",28,7.5,6.7,180,1.3,0.1,100,176,2009
1347,1161,ashish,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",28,6.9,6.8,127,2.4,0.1,222,357,2009
1348,1162,ashish,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",30,7,7,305,1.5,0.1,113,191,2009
1349,1328,ashish,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",27,7.2,6.7,323,1.6,0.1,94,167,2009
1350,1329,ashish,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",26,7.4,6.7,364,1.6,0.1,91,150,2009
1351,1330,ashish,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",29,7.5,7.2,473,2.1,0.1,220,338,2009
1352,1450,ashish,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",26,6.7,7.4,544,2,0.3,158,253,2009
1353,1444,ashish,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",27,7,7.2,286,9.5,0.9,85,189,2009
1354,1892,ashish,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,28,6.4,7,307,1,ashish,457,507,2009
1355,1894,ashish,KUMARADHARA ashish U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,29,6.6,7.1,250,1.5,ashish,74,544,2009
1356,2352,ashish,"RIVER VAMSHADHARA, KALINGAPATNAM, VIZIANAGARAM",28,6.5,7.9,566,0.9,3.8,3,32,2009
